TERM_TOTAL	LEMMA_COUNT	CORPUS_SHARE	TERM	LEMMA	POS_COUNTS
1735	1096	0.631700	destinée	destinée	NOUN:1096
1735	636	0.366571	destinée	destiner	VERB:636
1735	3	0.001729	destinée	destiné	ADJ:3
1731	1691	0.976892	glace	glace	NOUN:1691
1731	40	0.023108	glace	glacer	VERB:40
1721	1527	0.887275	aide	aide	NOUN:1527
1721	194	0.112725	aide	aider	VERB:194
1714	1009	0.588681	mérite	mérite	NOUN:1009
1714	705	0.411319	mérite	mériter	VERB:705
1709	1701	0.995319	espace	espace	NOUN:1701
1709	8	0.004681	espace	espacer	VERB:8
1701	1540	0.905350	souffle	souffle	NOUN:1540
1701	161	0.094650	souffle	souffler	VERB:161
1698	1686	0.992933	commerce	commerce	NOUN:1686
1698	12	0.007067	commerce	commercer	VERB:12
1696	1683	0.992335	costume	costume	NOUN:1683
1696	13	0.007665	costume	costumer	VERB:13
1694	1632	0.963400	combat	combat	NOUN:1632
1694	62	0.036600	combat	combattre	VERB:62
1686	1617	0.959075	avions	avoir	AUX:1360;VERB:257
1686	69	0.040925	avions	avion	NOUN:69
1681	1641	0.976205	voile	voile	NOUN:1641
1681	40	0.023795	voile	voiler	VERB:40
1668	1366	0.818945	produit	produire	VERB:1366
1668	302	0.181055	produit	produit	NOUN:302
1651	1610	0.975167	conduit	conduire	VERB:1610
1651	41	0.024833	conduit	conduit	NOUN:41
1647	1179	0.715847	portée	portée	NOUN:1179
1647	461	0.279903	portée	porter	VERB:461
1647	7	0.004250	portée	porté	ADJ:7
1635	1435	0.877676	morts	mort	NOUN:1088;ADJ:347
1635	200	0.122324	morts	mourir	VERB:200
1623	1387	0.854590	Billot	Billot	PROPN:1387
1623	236	0.145410	Billot	billot	NOUN:236
1622	1618	0.997534	cuisine	cuisine	NOUN:1618
1622	4	0.002466	cuisine	cuisiner	VERB:4
1621	1605	0.990130	neige	neige	NOUN:1605
1621	16	0.009870	neige	neiger	VERB:16
1620	1549	0.956173	Dites	dire	VERB:1547;NOUN:2
1620	71	0.043827	Dites	dit	ADJ:71
1620	1599	0.987037	rayons	rayon	NOUN:1599
1620	21	0.012963	rayons	rayer	VERB:21
1611	1609	0.998759	baie	bai	NOUN:1609
1611	2	0.001241	baie	bayer	VERB:2
1606	880	0.547945	demeure	demeure	NOUN:880
1606	726	0.452055	demeure	demeurer	VERB:726
1597	1594	0.998121	phrase	phrase	NOUN:1594
1597	3	0.001879	phrase	phraser	VERB:3
1595	1583	0.992476	masse	masse	NOUN:1583
1595	12	0.007524	masse	masser	VERB:12
1594	1584	0.993726	course	course	NOUN:1584
1594	10	0.006274	course	courser	VERB:10
1590	854	0.537107	ouvert	ouvrir	VERB:854
1590	736	0.462893	ouvert	ouvert	ADJ:736
1585	1389	0.876341	commandant	commandant	NOUN:1389
1585	196	0.123659	commandant	commander	VERB:196
1584	1331	0.840278	brise	brise	NOUN:1331
1584	253	0.159722	brise	briser	VERB:253
1584	1470	0.928030	ménage	ménage	NOUN:1470
1584	114	0.071970	ménage	ménager	VERB:114
1583	1035	0.653822	tournant	tourner	VERB:1035
1583	548	0.346178	tournant	tournant	NOUN:436;ADJ:112
1579	1363	0.863205	Richelieu	Richelieu	PROPN:1363
1579	216	0.136795	Richelieu	richelieu	NOUN:215;X:1
1577	1398	0.886493	Mademoiselle	mademoiselle	NOUN:1398
1577	179	0.113507	Mademoiselle	Mademoiselle	PROPN:179
1577	1257	0.797083	revenu	revenir	VERB:1257
1577	320	0.202917	revenu	revenu	NOUN:320
1569	1564	0.996813	Allez	aller	VERB:1562;X:2
1569	5	0.003187	Allez	Allez	PROPN:5
1556	1531	0.983933	joues	joue	NOUN:1531
1556	25	0.016067	joues	jouer	VERB:25
1550	1539	0.992903	perdue	perdre	VERB:1539
1550	11	0.007097	perdue	perdu	ADJ:11
1548	1543	0.996770	Lui	lui	PRON:1543
1548	5	0.003230	Lui	Lui	PROPN:5
1540	1537	0.998052	traits	trait	NOUN:1536;ADJ:1
1540	3	0.001948	traits	traire	VERB:3
1538	832	0.540962	vivant	vivre	VERB:832
1538	706	0.459038	vivant	vivant	ADJ:443;NOUN:263
1535	1531	0.997394	Quoi	quoi	PRON:1531
1535	4	0.002606	Quoi	Quoi	PROPN:4
1534	1262	0.822686	étonné	étonner	VERB:1262
1534	272	0.177314	étonné	étonné	ADJ:272
1527	1511	0.989522	aventure	aventure	NOUN:1511
1527	16	0.010478	aventure	aventurer	VERB:16
1524	908	0.595801	commis	commettre	VERB:908
1524	616	0.404199	commis	commis	NOUN:616
1519	1465	0.964450	aperçu	apercevoir	VERB:1465
1519	54	0.035550	aperçu	aperçu	NOUN:54
1505	1504	0.999336	rencontré	rencontrer	VERB:1504
1505	1	0.000664	rencontré	rencontré	ADJ:1
1501	1362	0.907395	triomphe	triomphe	NOUN:1362
1501	139	0.092605	triomphe	triompher	VERB:139
1496	1490	0.995989	Merci	merci	INTJ:1049;NOUN:441
1496	6	0.004011	Merci	Merci	PROPN:6
1495	1362	0.911037	obligé	obliger	VERB:1362
1495	133	0.088963	obligé	obligé	ADJ:78;NOUN:55
1489	1471	0.987911	Voyez	voir	VERB:1470;AUX:1
1489	18	0.012089	Voyez	Voyez	PROPN:18
1489	1040	0.698455	estime	estime	NOUN:1040
1489	449	0.301545	estime	estimer	VERB:449
1488	1486	0.998656	caché	cacher	VERB:1486
1488	2	0.001344	caché	caché	ADJ:2
1488	1476	0.991935	minute	minute	NOUN:1476
1488	12	0.008065	minute	minuter	VERB:12
1477	1472	0.996615	bande	bande	NOUN:1472
1477	5	0.003385	bande	bander	VERB:5
1471	862	0.585996	sortie	sortie	NOUN:862
1471	609	0.414004	sortie	sortir	VERB:609
1471	1377	0.936098	tenant	tenir	VERB:1377
1471	94	0.063902	tenant	tenant	NOUN:91;ADJ:3
1466	1282	0.874488	charmant	charmant	ADJ:1282
1466	184	0.125512	charmant	charmer	VERB:184
1465	1442	0.984300	couvent	couvent	NOUN:1442
1465	23	0.015700	couvent	couver	VERB:23
1465	1452	0.991126	étage	étage	NOUN:1452
1465	13	0.008874	étage	étager	VERB:13
1462	1041	0.712038	marché	marché	NOUN:1041
1462	421	0.287962	marché	marcher	VERB:421
1454	916	0.629986	allée	allée	NOUN:916
1454	538	0.370014	allée	aller	VERB:538
1436	1414	0.984680	enthousiasme	enthousiasme	NOUN:1414
1436	22	0.015320	enthousiasme	enthousiasmer	VERB:22
1434	1366	0.952580	passions	passion	NOUN:1366
1434	68	0.047420	passions	passer	VERB:68
1431	1406	0.982530	nécessité	nécessité	NOUN:1406
1431	25	0.017470	nécessité	nécessiter	VERB:25
1430	768	0.537063	élevé	élever	VERB:768
1430	662	0.462937	élevé	élevé	ADJ:662
1427	1426	0.999299	plaine	plaine	NOUN:1426
1427	1	0.000701	plaine	plain	ADJ:1
1424	1419	0.996489	bataille	bataille	NOUN:1419
1424	5	0.003511	bataille	batailler	VERB:5
1421	1420	0.999296	Plus	plus	ADV:1420
1421	1	0.000704	Plus	Plus	PROPN:1
1419	837	0.589852	couvert	couvrir	VERB:837
1419	582	0.410148	couvert	couvert	NOUN:356;ADJ:226
1417	1411	0.995766	atteint	atteindre	VERB:1411
1417	6	0.004234	atteint	atteint	ADJ:6
1410	749	0.531206	montre	montre	NOUN:749
1410	661	0.468794	montre	montrer	VERB:661
1408	1394	0.990057	titre	titre	NOUN:1394
1408	14	0.009943	titre	titrer	VERB:14
1406	1405	0.999289	centre	centre	NOUN:1405
1406	1	0.000711	centre	centrer	VERB:1
1403	1260	0.898076	mépris	mépris	NOUN:1260
1403	143	0.101924	mépris	méprendre	VERB:143
1398	1381	0.987840	gardes	garde	NOUN:1381
1398	17	0.012160	gardes	garder	VERB:17
1397	1017	0.727989	hâte	hâte	NOUN:1017
1397	380	0.272011	hâte	hâter	VERB:380
1396	1354	0.969914	fumée	fumé	NOUN:1352;ADJ:2
1396	42	0.030086	fumée	fumer	VERB:42
1396	1353	0.969198	rage	rage	NOUN:1353
1396	43	0.030802	rage	rager	VERB:43
1395	1392	0.997849	rose	rose	NOUN:829;ADJ:563
1395	3	0.002151	rose	roser	VERB:3
1390	1368	0.984173	Adieu	adieu	NOUN:1368
1390	22	0.015827	Adieu	Adieu	PROPN:22
1386	1363	0.983405	trompé	tromper	VERB:1363
1386	23	0.016595	trompé	trompé	ADJ:23
1375	985	0.716364	tiens	tenir	VERB:985
1375	390	0.283636	tiens	tien	NOUN:390
1364	1359	0.996334	D'abord	d'abord	ADV:1358;NOUN:1
1364	5	0.003666	D'abord	D'abord	PROPN:5
1356	1352	0.997050	luxe	luxe	NOUN:1352
1356	4	0.002950	luxe	luxer	VERB:4
1356	1332	0.982301	portant	porter	VERB:1332
1356	24	0.017699	portant	portant	ADJ:24
1354	1344	0.992614	talent	talent	NOUN:1344
1354	10	0.007386	talent	taler	VERB:10
1354	1233	0.910635	trouble	trouble	NOUN:1088;ADJ:145
1354	121	0.089365	trouble	troubler	VERB:121
1348	750	0.556380	Altesse	altesse	NOUN:750
1348	598	0.443620	Altesse	Altesse	PROPN:598
1347	1340	0.994803	ouvrage	ouvrage	NOUN:1340
1347	7	0.005197	ouvrage	ouvrager	VERB:7
1346	1338	0.994056	vague	vague	NOUN:778;ADJ:560
1346	8	0.005944	vague	vaguer	VERB:8
1345	1304	0.969517	donnée	donner	VERB:1304
1345	41	0.030483	donnée	donnée	NOUN:41
1343	1336	0.994788	excellent	excellent	ADJ:1336
1343	7	0.005212	excellent	exceller	VERB:7
1343	1329	0.989576	résolu	résoudre	VERB:1329
1343	14	0.010424	résolu	résolu	ADJ:14
1342	1338	0.997019	terres	terre	NOUN:1338
1342	4	0.002981	terres	terrer	VERB:4
1339	1335	0.997013	Mes	mon	DET:1335
1339	4	0.002987	Mes	Mes	PROPN:4
1337	883	0.660434	morale	moral	ADJ:883
1337	454	0.339566	morale	morale	NOUN:454
1336	1296	0.970060	branches	branche	NOUN:1296
1336	40	0.029940	branches	brancher	VERB:40
1324	1288	0.972810	sublime	sublime	ADJ:1288
1324	36	0.027190	sublime	sublimer	VERB:36
1323	1318	0.996221	plume	plume	NOUN:1318
1323	5	0.003779	plume	plumer	VERB:5
1320	1311	0.993182	mine	mine	NOUN:1311
1320	9	0.006818	mine	miner	VERB:9
1315	1292	0.982510	remords	remords	NOUN:1292
1315	23	0.017490	remords	remordre	VERB:23
1311	1310	0.999237	placé	placer	VERB:1310
1311	1	0.000763	placé	placé	ADJ:1
1310	1254	0.957252	tombé	tomber	VERB:1254
1310	56	0.042748	tombé	tombé	ADJ:56
1308	848	0.648318	offre	offrir	VERB:848
1308	460	0.351682	offre	offre	NOUN:460
1305	1207	0.924904	complète	complet	ADJ:1207
1305	98	0.075096	complète	compléter	VERB:98
1304	1293	0.991564	cercle	cercle	NOUN:1293
1304	11	0.008436	cercle	cercler	VERB:11
1304	1302	0.998466	gorge	gorge	NOUN:1302
1304	2	0.001534	gorge	gorger	VERB:2
1300	832	0.640000	étendue	étendue	NOUN:832
1300	468	0.360000	étendue	étendre	VERB:468
1299	710	0.546574	Toute	tout	ADJ:710
1299	589	0.453426	Toute	toute	DET:588;PRON:1
1294	1292	0.998454	sable	sable	NOUN:1288;ADJ:4
1294	2	0.001546	sable	sabler	VERB:2
1292	1272	0.984520	sortes	sorte	NOUN:1272
1292	20	0.015480	sortes	sortir	VERB:20
1291	1290	0.999225	remis	remettre	VERB:1290
1291	1	0.000775	remis	remis	ADJ:1
1287	747	0.580420	élève	élève	NOUN:747
1287	540	0.419580	élève	élever	VERB:540
1286	1275	0.991446	corde	corde	NOUN:1275
1286	11	0.008554	corde	corder	VERB:11
1280	1279	0.999219	allant	aller	VERB:1279
1280	1	0.000781	allant	allant	NOUN:1
1277	882	0.690681	inquiète	inquiéter	VERB:882
1277	395	0.309319	inquiète	inquiet	ADJ:395
1277	1273	0.996868	voisine	voisin	ADJ:849;NOUN:424
1277	4	0.003132	voisine	voisiner	VERB:4
1266	1255	0.991311	Bah	bah	INTJ:1255
1266	11	0.008689	Bah	Bah	PROPN:11
1263	1262	0.999208	occupé	occuper	VERB:1262
1263	1	0.000792	occupé	occupé	ADJ:1
1261	1042	0.826328	prête	prêt	ADJ:1042
1261	219	0.173672	prête	prêter	VERB:219
1260	940	0.746032	Personne	personne:PRON	PRON:940
1260	319	0.253175	Personne	personne	NOUN:319
1260	1	0.000794	Personne	Personne	PROPN:1
1250	1243	0.994400	tempête	tempête	NOUN:1243
1250	7	0.005600	tempête	tempêter	VERB:7
1249	1157	0.926341	croyant	croire	VERB:1157
1249	92	0.073659	croyant	croyant	NOUN:80;ADJ:12
1246	1232	0.988764	besogne	besogne	NOUN:1232
1246	14	0.011236	besogne	besogner	VERB:14
1242	1216	0.979066	siège	siège	NOUN:1216
1242	26	0.020934	siège	siéger	VERB:26
1240	1131	0.912097	Toutes	tout	ADJ:1131
1240	109	0.087903	Toutes	toutes	PRON:88;DET:21
1239	648	0.523002	Soit	soit	ADV:557;CCONJ:91
1239	583	0.470541	Soit	être	AUX:583
1239	8	0.006457	Soit	Soit	PROPN:8
1234	1211	0.981361	Pauvre	pauvre	ADJ:723;NOUN:483;X:3;ADP:1;VERB:1
1234	23	0.018639	Pauvre	Pauvre	PROPN:23
1227	1058	0.862266	attaque	attaque	NOUN:1058
1227	169	0.137734	attaque	attaquer	VERB:169
1220	1217	0.997541	chute	chute	NOUN:1217
1220	3	0.002459	chute	chuter	VERB:3
1218	1086	0.891626	découvert	découvrir	VERB:1086
1218	132	0.108374	découvert	découvert	NOUN:89;ADJ:43
1216	1213	0.997533	durant	durant	ADP:1213
1216	3	0.002467	durant	durer	VERB:3
1215	1174	0.966255	convenu	convenir	VERB:1174
1215	41	0.033745	convenu	convenu	ADJ:41
1211	1158	0.956235	prétexte	prétexte	NOUN:1158
1211	53	0.043765	prétexte	prétexter	VERB:53
1209	1208	0.999173	lampe	lampe	NOUN:1208
1209	1	0.000827	lampe	lamper	VERB:1
1208	1205	0.997517	braves	brave	ADJ:979;NOUN:226
1208	3	0.002483	braves	braver	VERB:3
1208	793	0.656457	joue	jouer	VERB:793
1208	415	0.343543	joue	joue	NOUN:415
1207	1204	0.997514	embarras	embarras	NOUN:1204
1207	3	0.002486	embarras	embarrer	VERB:3
1205	1178	0.977593	tapis	tapis	NOUN:1178
1205	27	0.022407	tapis	tapir	VERB:27
1198	1197	0.999165	ceinture	ceinture	NOUN:1197
1198	1	0.000835	ceinture	ceinturer	VERB:1
1197	934	0.780284	reproche	reproche	NOUN:934
1197	263	0.219716	reproche	reprocher	VERB:263
1196	1195	0.999164	manqué	manquer	VERB:1195
1196	1	0.000836	manqué	manqué	ADJ:1
1194	801	0.670854	condamné	condamner	VERB:801
1194	393	0.329146	condamné	condamné	NOUN:393
1182	1135	0.960237	trace	trace	NOUN:1135
1182	47	0.039763	trace	tracer	VERB:47
1174	1168	0.994889	Écoutez	écouter	VERB:1167;X:1
1174	6	0.005111	Écoutez	Écoutez	PROPN:6
1173	1023	0.872123	trompe	tromper	VERB:1023
1173	150	0.127877	trompe	trompe	NOUN:150
1172	1007	0.859215	réserve	réserve	NOUN:1007
1172	165	0.140785	réserve	réserver	VERB:165
1171	1080	0.922289	charme	charme	NOUN:1080
1171	91	0.077711	charme	charmer	VERB:91
1162	1119	0.962995	guide	guide	NOUN:1119
1162	43	0.037005	guide	guider	VERB:43
1161	843	0.726098	menace	menace	NOUN:843
1161	318	0.273902	menace	menacer	VERB:318
1160	820	0.706897	inconnue	inconnu	ADJ:820
1160	340	0.293103	inconnue	inconnue	NOUN:340
1160	1152	0.993103	sortant	sortir	VERB:1152
1160	8	0.006897	sortant	sortant	ADJ:8
1158	1157	0.999136	appelé	appeler	VERB:1157
1158	1	0.000864	appelé	appelé	NOUN:1
1150	1056	0.918261	content	conter	VERB:1056
1150	94	0.081739	content	content	ADJ:62;NOUN:32
1148	1032	0.898955	entendant	entendre	VERB:1032
1148	116	0.101045	entendant	entendant	NOUN:116
1145	1068	0.932751	manque	manquer	VERB:1068
1145	77	0.067249	manque	manque	NOUN:77
1145	747	0.652402	présente	présenter	VERB:747
1145	398	0.347598	présente	présent	ADJ:398
1140	1128	0.989474	venant	venir	VERB:1128
1140	12	0.010526	venant	venant	NOUN:12
1137	1003	0.882146	loge	loge	NOUN:1003
1137	134	0.117854	loge	loger	VERB:134
1132	1074	0.948763	rêves	rêve	NOUN:1074
1132	58	0.051237	rêves	rêver	VERB:58
1127	794	0.704525	découverte	découverte	NOUN:794
1127	326	0.289264	découverte	découvrir	VERB:326
1127	7	0.006211	découverte	découvert	ADJ:7
1125	677	0.601778	lâche	lâcher	VERB:677
1125	448	0.398222	lâche	lâche	NOUN:420;ADJ:28
1123	1052	0.936776	Van	Van	PROPN:1052
1123	71	0.063224	Van	van	NOUN:71
1123	1119	0.996438	relations	relation	NOUN:1119
1123	4	0.003562	relations	relater	VERB:4
1117	1102	0.986571	grille	grille	NOUN:1102
1117	15	0.013429	grille	griller	VERB:15
1114	1113	0.999102	discours	discours	NOUN:1113
1114	1	0.000898	discours	discourir	VERB:1
1111	848	0.763276	Faites	faire	VERB:753;AUX:88;NOUN:7
1111	263	0.236724	Faites	fait	ADJ:263
1104	1092	0.989130	Venez	venir	VERB:1091;PRON:1
1104	12	0.010870	Venez	Venez	PROPN:12
1099	954	0.868062	assise	asseoir	VERB:954
1099	97	0.088262	assise	assise	NOUN:97
1099	48	0.043676	assise	assis	ADJ:48
1098	1065	0.969945	A	avoir	AUX:773;VERB:197;X:68;ADP:27
1098	33	0.030055	A	A	PROPN:33
1096	1093	0.997263	Dès	dès	ADP:1093
1096	3	0.002737	Dès	Dès	PROPN:3
1092	1091	0.999084	tenu	tenir	VERB:1091
1092	1	0.000916	tenu	tenu	ADJ:1
1086	1074	0.988950	traces	trace	NOUN:1074
1086	12	0.011050	traces	tracer	VERB:12
1085	1074	0.989862	gardé	garder	VERB:1074
1085	11	0.010138	gardé	gardé	ADJ:11
1082	857	0.792052	quitte	quitter	VERB:857
1082	225	0.207948	quitte	quitte	ADJ:225
1071	1030	0.961718	revenant	revenir	VERB:1030
1071	41	0.038282	revenant	revenant	NOUN:41
1070	962	0.899065	arrivant	arriver	VERB:962
1070	108	0.100935	arrivant	arrivant	NOUN:108
1070	997	0.931776	couronne	couronne	NOUN:997
1070	73	0.068224	couronne	couronner	VERB:73
1070	1064	0.994393	vêtu	vêtir	VERB:1064
1070	6	0.005607	vêtu	vêtu	ADJ:6
1069	1063	0.994387	recherches	recherche	NOUN:1063
1069	6	0.005613	recherches	rechercher	VERB:6
1063	1022	0.961430	Me	me	PRON:1019;X:3
1063	41	0.038570	Me	Me	PROPN:41
1063	674	0.634055	partis	partir	VERB:674
1063	389	0.365945	partis	parti	NOUN:389
1061	1014	0.955702	recherche	recherche	NOUN:1014
1061	47	0.044298	recherche	rechercher	VERB:47
1058	1042	0.984877	Laissez	laisser	VERB:1036;ADP:2;DET:2;ADV:1;AUX:1
1058	16	0.015123	Laissez	Laissez	PROPN:16
1058	1057	0.999055	Voulez	vouloir	VERB:1054;X:3
1058	1	0.000945	Voulez	Voulez	PROPN:1
1057	1042	0.985809	criant	crier	VERB:1042
1057	15	0.014191	criant	criant	ADJ:15
1049	1048	0.999047	lu	lire	VERB:1048
1049	1	0.000953	lu	lu	ADJ:1
1049	1046	0.997140	réussi	réussir	VERB:1046
1049	3	0.002860	réussi	réussi	ADJ:3
1043	935	0.896453	épouvante	épouvante	NOUN:935
1043	108	0.103547	épouvante	épouvanter	VERB:108
1042	1006	0.965451	abîme	abîme	NOUN:1006
1042	36	0.034549	abîme	abîmer	VERB:36
1039	992	0.954764	empire	empire	NOUN:992
1039	47	0.045236	empire	empirer	VERB:47
1038	1035	0.997110	abandonné	abandonner	VERB:1035
1038	3	0.002890	abandonné	abandonné	ADJ:3
1035	566	0.546860	élevée	élever	VERB:566
1035	469	0.453140	élevée	élevé	ADJ:469
1032	991	0.960271	célèbre	célèbre	ADJ:991
1032	41	0.039729	célèbre	célébrer	VERB:41
1022	1021	0.999022	Ici	ici	ADV:1021
1022	1	0.000978	Ici	Ici	PROPN:1
1022	1007	0.985323	évident	évident	ADJ:1007
1022	15	0.014677	évident	évider	VERB:15
1021	989	0.968658	marches	marche	NOUN:989
1021	32	0.031342	marches	marcher	VERB:32
1021	617	0.604310	prises	priser	VERB:617
1021	397	0.388834	prises	prise	NOUN:397
1021	7	0.006856	prises	pris	ADJ:7
1018	1016	0.998035	Notre	notre	DET:1016
1018	2	0.001965	Notre	Notre	PROPN:2
1010	695	0.688119	approche	approche	NOUN:695
1010	315	0.311881	approche	approcher	VERB:315
1010	975	0.965347	entrant	entrer	VERB:975
1010	35	0.034653	entrant	entrant	NOUN:35
1001	732	0.731269	couche	couche	NOUN:732
1001	269	0.268731	couche	coucher	VERB:269
1001	987	0.986014	prononcé	prononcer	VERB:987
1001	14	0.013986	prononcé	prononcé	ADJ:14
995	949	0.953769	parties	partie	NOUN:949
995	46	0.046231	parties	partir	VERB:46
988	974	0.985830	barbe	barbe	NOUN:974
988	14	0.014170	barbe	barber	VERB:14
987	949	0.961499	figures	figure	NOUN:949
987	38	0.038501	figures	figurer	VERB:38
984	855	0.868902	date	date	NOUN:855
984	129	0.131098	date	dater	VERB:129
984	963	0.978659	trône	trône	NOUN:963
984	21	0.021341	trône	trôner	VERB:21
983	979	0.995931	base	base	NOUN:979
983	4	0.004069	base	baser	VERB:4
980	906	0.924490	fermée	fermer	VERB:906
980	74	0.075510	fermée	fermé	ADJ:74
979	953	0.973442	Bastille	Bastille	PROPN:953
979	26	0.026558	Bastille	bastille	NOUN:26
979	927	0.946885	arme	arme	NOUN:927
979	52	0.053115	arme	armer	VERB:52
978	975	0.996933	Quoique	quoique	SCONJ:975
978	3	0.003067	Quoique	Quoique	PROPN:3
975	950	0.974359	brisé	briser	VERB:950
975	25	0.025641	brisé	brisé	ADJ:25
974	864	0.887064	tirant	tirer	VERB:864
974	110	0.112936	tirant	tirant	NOUN:110
968	963	0.994835	saisi	saisir	VERB:963
968	5	0.005165	saisi	saisi	ADJ:5
968	708	0.731405	songe	songer	VERB:708
968	260	0.268595	songe	songe	NOUN:260
967	796	0.823164	fraîche	frais	ADJ:796
967	171	0.176836	fraîche	fraîche	NOUN:171
964	585	0.606846	pressé	presser	VERB:585
964	379	0.393154	pressé	pressé	ADJ:379
963	961	0.997923	Ni	ni	CCONJ:961
963	2	0.002077	Ni	Ni	PROPN:2
961	948	0.986472	Guiche	Guiche	PROPN:948
961	13	0.013528	Guiche	guiche	NOUN:13
960	919	0.957292	marchant	marcher	VERB:919
960	41	0.042708	marchant	marchant	ADJ:41
958	955	0.996868	Dame	dame	NOUN:955
958	3	0.003132	Dame	Dame	PROPN:3
956	623	0.651674	Conscience	Conscience	PROPN:623
956	333	0.348326	Conscience	conscience	NOUN:324;PRON:6;DET:2;VERB:1
956	941	0.984310	Pardon	pardon	NOUN:941
956	15	0.015690	Pardon	Pardon	PROPN:15
956	937	0.980126	passée	passer	VERB:937
956	19	0.019874	passée	passé	ADJ:19
946	922	0.974630	Va	aller	VERB:922
946	24	0.025370	Va	Va	PROPN:24
946	922	0.974630	assuré	assurer	VERB:922
946	24	0.025370	assuré	assuré	ADJ:16;NOUN:8
942	939	0.996815	marbre	marbre	NOUN:939
942	3	0.003185	marbre	marbrer	VERB:3
938	704	0.750533	ému	émouvoir	VERB:704
938	234	0.249467	ému	ému	ADJ:234
937	914	0.975454	important	important	ADJ:907;NOUN:7
937	23	0.024546	important	importer	VERB:23
934	930	0.995717	chambres	chambre	NOUN:930
934	4	0.004283	chambres	chambrer	VERB:4
931	928	0.996778	Ô	ô	INTJ:900;X:13;NOUN:12;ADP:3
931	3	0.003222	Ô	Ô	PROPN:3
930	929	0.998925	Déjà	déjà	ADV:928;ADP:1
930	1	0.001075	Déjà	Déjà	PROPN:1
928	907	0.977371	carrosse	carrosse	NOUN:907
928	21	0.022629	carrosse	carrosser	VERB:21
928	927	0.998922	étoiles	étoile	NOUN:927
928	1	0.001078	étoiles	étoiler	VERB:1
927	921	0.993528	Guise	Guise	PROPN:921
927	6	0.006472	Guise	guise	NOUN:5;PRON:1
926	912	0.984881	Soyez	être	AUX:873;VERB:39
926	14	0.015119	Soyez	Soyez	PROPN:14
926	871	0.940605	reconnaissant	reconnaître	VERB:871
926	55	0.059395	reconnaissant	reconnaissant	ADJ:55
924	923	0.998918	intentions	intention	NOUN:923
924	1	0.001082	intentions	intenter	VERB:1
923	915	0.991333	Aux	au	ADP_DET:915
923	8	0.008667	Aux	Aux	PROPN:8
922	833	0.903471	tâche	tâche	NOUN:833
922	89	0.096529	tâche	tâcher	VERB:89
920	801	0.870652	traversée	traversée	NOUN:801
920	119	0.129348	traversée	traverser	VERB:119
918	910	0.991285	fonds	fond	NOUN:910
918	8	0.008715	fonds	fondre	VERB:8
915	888	0.970492	Mole	Mole	PROPN:888
915	27	0.029508	Mole	mole	NOUN:19;X:8
914	895	0.979212	terrasse	terrasse	NOUN:895
914	19	0.020788	terrasse	terrer	VERB:19
913	492	0.538883	traité	traité	NOUN:492
913	421	0.461117	traité	traiter	VERB:421
911	889	0.975851	aveugle	aveugle	ADJ:620;NOUN:269
911	22	0.024149	aveugle	aveugler	VERB:22
909	830	0.913091	osé	oser	VERB:830
909	79	0.086909	osé	osé	ADJ:79
908	906	0.997797	ruines	ruine	NOUN:906
908	2	0.002203	ruines	ruiner	VERB:2
907	897	0.988975	Prenez	prendre	VERB:897
907	10	0.011025	Prenez	Prenez	PROPN:10
907	804	0.886439	tombée	tomber	VERB:804
907	101	0.111356	tombée	tombée	NOUN:101
907	2	0.002205	tombée	tombé	ADJ:2
907	900	0.992282	voiles	voile	NOUN:900
907	7	0.007718	voiles	voiler	VERB:7
901	685	0.760266	passant	passer	VERB:685
901	216	0.239734	passant	passant	NOUN:200;ADJ:16
901	894	0.992231	poudre	poudre	NOUN:894
901	7	0.007769	poudre	poudrer	VERB:7
900	881	0.978889	Entre	entre	ADP:880;NOUN:1
900	19	0.021111	Entre	entrer	VERB:19
900	897	0.996667	connue	connaître	VERB:897
900	3	0.003333	connue	connu	ADJ:3
900	897	0.996667	levé	lever	VERB:897
900	3	0.003333	levé	levé	ADJ:3
899	895	0.995551	Avez	avoir	AUX:807;VERB:74;ADP:11;ADV:2;X:1
899	4	0.004449	Avez	Avez	PROPN:4
898	894	0.995546	payé	payer	VERB:894
898	4	0.004454	payé	payé	ADJ:4
890	774	0.869663	entreprise	entreprise	NOUN:774
890	116	0.130337	entreprise	entreprendre	VERB:116
890	671	0.753933	mets	mettre	VERB:671
890	219	0.246067	mets	mets	NOUN:219
887	860	0.969560	secrète	secret	ADJ:679;NOUN:181
887	27	0.030440	secrète	secréter	VERB:27
885	877	0.990960	violent	violent	ADJ:872;NOUN:5
885	8	0.009040	violent	violer	VERB:8
879	852	0.969283	Sous	sous	ADP:852
879	26	0.029579	Sous	sou	NOUN:26
879	1	0.001138	Sous	Sous	PROPN:1
878	876	0.997722	Était	être	AUX:854;VERB:22
878	2	0.002278	Était	Était	PROPN:2
876	875	0.998858	devons	devoir	VERB:875
876	1	0.001142	devons	devon	NOUN:1
874	859	0.982838	démarche	démarche	NOUN:859
874	15	0.017162	démarche	démarcher	VERB:15
872	866	0.993119	violente	violent	ADJ:866
872	6	0.006881	violente	violenter	VERB:6
871	866	0.994259	Attendez	attendre	VERB:864;NOUN:2
871	5	0.005741	Attendez	Attendez	PROPN:5
