TERM_TOTAL	LEMMA_COUNT	CORPUS_SHARE	TERM	LEMMA	POS_COUNTS
51	26	0.509804	navrée	navré	ADJ:26
51	25	0.490196	navrée	navrer	VERB:25
51	46	0.901961	revues	revue	NOUN:46
51	3	0.058824	revues	revu	ADJ:3
51	2	0.039216	revues	revoir	VERB:2
51	44	0.862745	râpé	râper	VERB:44
51	7	0.137255	râpé	râpé	ADJ:7
51	34	0.666667	tolérant	tolérer	VERB:34
51	17	0.333333	tolérant	tolérant	ADJ:17
51	36	0.705882	tonne	tonne	NOUN:36
51	15	0.294118	tonne	tonner	VERB:15
51	43	0.843137	troublant	troubler	VERB:43
51	8	0.156863	troublant	troublant	ADJ:8
51	50	0.980392	tâtonnant	tâtonner	VERB:50
51	1	0.019608	tâtonnant	tâtonnant	ADJ:1
51	40	0.784314	émouvant	émouvant	ADJ:40
51	11	0.215686	émouvant	émouvoir	VERB:11
51	39	0.764706	étourdis	étourdi	NOUN:28;ADJ:11
51	12	0.235294	étourdis	étourdir	VERB:12
50	20	0.400000	Aide	aide	NOUN:20
50	19	0.380000	Aide	aider	VERB:19
50	11	0.220000	Aide	Aide	PROPN:11
50	28	0.560000	Armes	arme	NOUN:28
50	22	0.440000	Armes	Armes	PROPN:22
50	30	0.600000	Carmélites	Carmélites	PROPN:30
50	20	0.400000	Carmélites	carmélite	NOUN:20
50	48	0.960000	Causons	causer	VERB:48
50	2	0.040000	Causons	Causons	PROPN:2
50	48	0.960000	Chambres	chambre	NOUN:48
50	2	0.040000	Chambres	Chambres	PROPN:2
50	49	0.980000	Eaux	eau	NOUN:49
50	1	0.020000	Eaux	Eaux	PROPN:1
50	41	0.820000	Exposition	exposition	NOUN:41
50	9	0.180000	Exposition	Exposition	PROPN:9
50	49	0.980000	Fuir	fuir	VERB:49
50	1	0.020000	Fuir	Fuir	PROPN:1
50	47	0.940000	Green	Green	PROPN:47
50	3	0.060000	Green	green	NOUN:3
50	47	0.940000	Lorrains	Lorrains	PROPN:47
50	3	0.060000	Lorrains	lorrain	NOUN:2;ADV:1
50	49	0.980000	Panthéon	Panthéon	PROPN:49
50	1	0.020000	Panthéon	panthéon	NOUN:1
50	46	0.920000	Partie	partie	NOUN:46
50	4	0.080000	Partie	Partie	PROPN:4
50	49	0.980000	Siècle	Siècle	PROPN:49
50	1	0.020000	Siècle	siècle	NOUN:1
50	42	0.840000	Vénitien	Vénitien	PROPN:42
50	8	0.160000	Vénitien	vénitien	NOUN:8
50	40	0.800000	abondant	abondant	ADJ:40
50	10	0.200000	abondant	abonder	VERB:10
50	49	0.980000	avalant	avaler	VERB:49
50	1	0.020000	avalant	avalant	ADJ:1
50	29	0.580000	corrompue	corrompu	ADJ:29
50	21	0.420000	corrompue	corrompre	VERB:21
50	49	0.980000	couchées	coucher	VERB:49
50	1	0.020000	couchées	couché	ADJ:1
50	47	0.940000	croûtes	croûte	NOUN:47
50	3	0.060000	croûtes	croûter	VERB:3
50	42	0.840000	désignées	désigner	VERB:42
50	8	0.160000	désignées	désigné	ADJ:8
50	49	0.980000	effacés	effacer	VERB:49
50	1	0.020000	effacés	effacé	ADJ:1
50	49	0.980000	entourées	entourer	VERB:49
50	1	0.020000	entourées	entouré	ADJ:1
50	48	0.960000	envahis	envahir	VERB:48
50	2	0.040000	envahis	envahi	ADJ:2
50	44	0.880000	exploité	exploiter	VERB:44
50	6	0.120000	exploité	exploité	NOUN:6
50	41	0.820000	folâtre	folâtre	ADJ:41
50	9	0.180000	folâtre	folâtrer	VERB:9
50	49	0.980000	formulé	formuler	VERB:49
50	1	0.020000	formulé	formulé	ADJ:1
50	44	0.880000	hébétée	hébéter	VERB:44
50	6	0.120000	hébétée	hébété	ADJ:6
50	49	0.980000	muscle	muscle	NOUN:49
50	1	0.020000	muscle	muscler	VERB:1
50	39	0.780000	pendues	pendu	ADJ:30;NOUN:9
50	11	0.220000	pendues	pendre	VERB:11
50	46	0.920000	perspectives	perspective	NOUN:46
50	4	0.080000	perspectives	perspectif	ADJ:4
50	44	0.880000	privilégiée	privilégier	VERB:44
50	6	0.120000	privilégiée	privilégié	ADJ:4;NOUN:2
50	44	0.880000	prélude	prélude	NOUN:44
50	6	0.120000	prélude	préluder	VERB:6
50	41	0.820000	terni	ternir	VERB:41
50	9	0.180000	terni	terni	ADJ:9
50	47	0.940000	vieillie	vieillir	VERB:47
50	3	0.060000	vieillie	vieilli	ADJ:3
50	27	0.540000	visa	viser	VERB:27
50	23	0.460000	visa	visa	NOUN:23
50	48	0.960000	écrasées	écraser	VERB:48
50	2	0.040000	écrasées	écrasé	ADJ:2
49	25	0.510204	Arts	Arts	PROPN:25
49	24	0.489796	Arts	art	NOUN:24
49	45	0.918367	Bordelais	Bordelais	PROPN:45
49	4	0.081633	Bordelais	bordelais	NOUN:2;VERB:1;X:1
49	47	0.959184	Borderie	Borderie	PROPN:47
49	2	0.040816	Borderie	borderie	NOUN:2
49	47	0.959184	Charité	charité	NOUN:47
49	2	0.040816	Charité	Charité	PROPN:2
49	40	0.816327	Marcotte	Marcotte	PROPN:40
49	9	0.183673	Marcotte	marcotte	NOUN:9
49	48	0.979592	Mauvaise	mauvais	ADJ:48
49	1	0.020408	Mauvaise	Mauvaise	PROPN:1
49	33	0.673469	Parole	Parole	PROPN:33
49	16	0.326531	Parole	parole	NOUN:16
49	47	0.959184	Rocheuses	Rocheuses	PROPN:47
49	2	0.040816	Rocheuses	rocheux	ADJ:2
49	39	0.795918	Réformés	Réformés	PROPN:39
49	10	0.204082	Réformés	réformer	NOUN:8;VERB:2
49	48	0.979592	Starter	Starter	PROPN:48
49	1	0.020408	Starter	starter	NOUN:1
49	43	0.877551	Vu	voir	VERB:43
49	5	0.102041	Vu	vu	NOUN:5
49	1	0.020408	Vu	Vu	PROPN:1
49	47	0.959184	abaissée	abaisser	VERB:47
49	2	0.040816	abaissée	abaissé	ADJ:2
49	47	0.959184	aboli	abolir	VERB:47
49	2	0.040816	aboli	aboli	ADJ:2
49	48	0.979592	accordées	accorder	VERB:48
49	1	0.020408	accordées	accordé	NOUN:1
49	43	0.877551	condamnées	condamner	VERB:43
49	6	0.122449	condamnées	condamné	ADJ:3;NOUN:3
49	47	0.959184	dégoûtée	dégoûter	VERB:47
49	2	0.040816	dégoûtée	dégoûté	ADJ:2
49	41	0.836735	dépassée	dépasser	VERB:41
49	8	0.163265	dépassée	dépassé	ADJ:8
49	46	0.938776	déserté	déserter	VERB:46
49	3	0.061224	déserté	déserté	ADJ:3
49	47	0.959184	désolés	désolé	ADJ:47
49	2	0.040816	désolés	désoler	VERB:2
49	42	0.857143	entêtés	entêter	VERB:42
49	7	0.142857	entêtés	entêté	ADJ:7
49	47	0.959184	exerçant	exercer	VERB:47
49	2	0.040816	exerçant	exerçant	ADJ:2
49	41	0.836735	exposant	exposer	VERB:41
49	8	0.163265	exposant	exposant	NOUN:8
49	43	0.877551	gourmande	gourmand	ADJ:34;NOUN:9
49	6	0.122449	gourmande	gourmander	VERB:6
49	45	0.918367	mutilée	mutiler	VERB:45
49	4	0.081633	mutilée	mutilé	ADJ:4
49	46	0.938776	pelote	pelote	NOUN:46
49	3	0.061224	pelote	peloter	VERB:3
49	38	0.775510	persistant	persister	VERB:38
49	11	0.224490	persistant	persistant	ADJ:11
49	45	0.918367	possédée	posséder	VERB:45
49	4	0.081633	possédée	possédé	NOUN:3;ADJ:1
49	32	0.653061	proscrits	proscrit	NOUN:28;ADJ:4
49	17	0.346939	proscrits	proscrire	VERB:17
49	48	0.979592	renommé	renommer	VERB:48
49	1	0.020408	renommé	renommé	ADJ:1
49	45	0.918367	rosse	rosse	NOUN:39;ADJ:6
49	4	0.081633	rosse	rosser	VERB:4
48	46	0.958333	Alerte	alerte	NOUN:46
48	2	0.041667	Alerte	Alerte	PROPN:2
48	40	0.833333	Arrondissement	arrondissement	NOUN:39;ADV:1
48	8	0.166667	Arrondissement	Arrondissement	PROPN:8
48	47	0.979167	Aurait	avoir	AUX:33;VERB:14
48	1	0.020833	Aurait	Aurait	PROPN:1
48	43	0.895833	Connais	connaître	VERB:43
48	5	0.104167	Connais	Connais	PROPN:5
48	40	0.833333	Courtois	Courtois	PROPN:40
48	8	0.166667	Courtois	courtois	ADJ:7;ADP:1
48	44	0.916667	Floche	Floche	PROPN:44
48	4	0.083333	Floche	floche	NOUN:4
48	46	0.958333	Oliphant	Oliphant	PROPN:46
48	2	0.041667	Oliphant	oliphant	ADJ:2
48	47	0.979167	Tirez	tirer	VERB:47
48	1	0.020833	Tirez	Tirez	PROPN:1
48	25	0.520833	affectionné	affectionné	ADJ:25
48	23	0.479167	affectionné	affectionner	VERB:23
48	41	0.854167	annonces	annonce	NOUN:41
48	7	0.145833	annonces	annoncer	VERB:7
48	37	0.770833	blanchie	blanchir	VERB:37
48	11	0.229167	blanchie	blanchi	ADJ:11
48	47	0.979167	cathédrales	cathédrale	NOUN:47
48	1	0.020833	cathédrales	cathédral	ADJ:1
48	47	0.979167	cerné	cerner	VERB:47
48	1	0.020833	cerné	cerné	ADJ:1
48	46	0.958333	choyé	choyer	VERB:46
48	2	0.041667	choyé	choyé	ADJ:2
48	45	0.937500	compliqués	compliquer	VERB:45
48	3	0.062500	compliqués	compliqué	ADJ:3
48	47	0.979167	confondant	confondre	VERB:47
48	1	0.020833	confondant	confondant	ADJ:1
48	32	0.666667	croquant	croquant	NOUN:30;ADJ:2
48	16	0.333333	croquant	croquer	VERB:16
48	44	0.916667	cuve	cuve	NOUN:44
48	4	0.083333	cuve	cuver	VERB:4
48	47	0.979167	disputé	disputer	VERB:47
48	1	0.020833	disputé	disputé	ADJ:1
48	31	0.645833	divertissant	divertissant	ADJ:31
48	17	0.354167	divertissant	divertir	VERB:17
48	45	0.937500	déliée	délier	VERB:45
48	3	0.062500	déliée	délié	ADJ:3
48	47	0.979167	dévasté	dévaster	VERB:47
48	1	0.020833	dévasté	dévasté	ADJ:1
48	47	0.979167	envahies	envahir	VERB:47
48	1	0.020833	envahies	envahi	ADJ:1
48	46	0.958333	escarpée	escarper	VERB:46
48	2	0.041667	escarpée	escarpé	ADJ:2
48	29	0.604167	fané	faner	VERB:29
48	19	0.395833	fané	fané	ADJ:19
48	41	0.854167	gagnées	gagner	VERB:41
48	7	0.145833	gagnées	gagné	ADJ:7
48	47	0.979167	lisses	lisse	ADJ:42;NOUN:5
48	1	0.020833	lisses	lisser	VERB:1
48	41	0.854167	mélangée	mélanger	VERB:41
48	7	0.145833	mélangée	mélangé	ADJ:7
48	43	0.895833	opposant	opposer	VERB:43
48	5	0.104167	opposant	opposant	NOUN:4;ADJ:1
48	36	0.750000	rayée	rayer	VERB:36
48	12	0.250000	rayée	rayé	ADJ:12
48	45	0.937500	requis	requérir	VERB:45
48	3	0.062500	requis	requis	NOUN:3
48	43	0.895833	réprimande	réprimande	NOUN:43
48	5	0.104167	réprimande	réprimander	VERB:5
48	28	0.583333	vivifiant	vivifiant	ADJ:28
48	20	0.416667	vivifiant	vivifier	VERB:20
47	38	0.808511	Aldine	Aldine	PROPN:38
47	9	0.191489	Aldine	aldin	NOUN:8;ADJ:1
47	33	0.702128	Arc	Arc	PROPN:33
47	14	0.297872	Arc	arc	NOUN:14
47	40	0.851064	Arrête	arrêter	VERB:40
47	7	0.148936	Arrête	Arrête	PROPN:7
47	42	0.893617	Boule	Boule	PROPN:42
47	5	0.106383	Boule	boule	NOUN:5
47	26	0.553191	Devoir	Devoir	PROPN:26
47	21	0.446809	Devoir	devoir	NOUN:14;VERB:5;ADP:1;X:1
47	25	0.531915	Eau	eau	NOUN:25
47	22	0.468085	Eau	Eau	PROPN:22
47	46	0.978723	Embrassez	embrasser	VERB:46
47	1	0.021277	Embrassez	Embrassez	PROPN:1
47	39	0.829787	Fortune	Fortune	PROPN:39
47	8	0.170213	Fortune	fortune	NOUN:8
47	45	0.957447	Gymnase	Gymnase	PROPN:45
47	2	0.042553	Gymnase	gymnase	NOUN:2
47	45	0.957447	Messire	messire	NOUN:45
47	2	0.042553	Messire	Messire	PROPN:2
47	24	0.510638	National	National	PROPN:24
47	23	0.489362	National	national	NOUN:12;X:7;ADJ:4
47	46	0.978723	Rentré	rentrer	VERB:46
47	1	0.021277	Rentré	rentré	ADJ:1
47	44	0.936170	Substitut	substitut	NOUN:44
47	3	0.063830	Substitut	Substitut	PROPN:3
47	27	0.574468	Tsar	Tsar	PROPN:27
47	20	0.425532	Tsar	tsar	X:20
47	28	0.595745	affranchis	affranchi	NOUN:27;ADJ:1
47	19	0.404255	affranchis	affranchir	VERB:19
47	36	0.765957	approfondie	approfondi	ADJ:36
47	11	0.234043	approfondie	approfondir	VERB:11
47	41	0.872340	caches	cacher	VERB:41
47	6	0.127660	caches	cache	NOUN:6
47	38	0.808511	confondue	confondre	VERB:38
47	9	0.191489	confondue	confondu	ADJ:9
47	39	0.829787	décorés	décorer	VERB:39
47	8	0.170213	décorés	décoré	ADJ:8
47	46	0.978723	dévastée	dévaster	VERB:46
47	1	0.021277	dévastée	dévasté	ADJ:1
47	31	0.659574	déçu	décevoir	VERB:31
47	16	0.340426	déçu	déçu	ADJ:16
47	25	0.531915	exaltés	exalter	VERB:25
47	22	0.468085	exaltés	exalté	ADJ:14;NOUN:8
47	39	0.829787	existant	exister	VERB:39
47	8	0.170213	existant	existant	ADJ:8
47	38	0.808511	fatiguées	fatiguer	VERB:38
47	9	0.191489	fatiguées	fatigué	ADJ:9
47	26	0.553191	garant	garer	VERB:26
47	21	0.446809	garant	garant	NOUN:12;ADJ:9
47	43	0.914894	gravées	graver	VERB:43
47	4	0.085106	gravées	gravé	ADJ:4
47	40	0.851064	hâlé	hâler	VERB:40
47	7	0.148936	hâlé	hâlé	ADJ:7
47	26	0.553191	méconnus	méconnaître	VERB:26
47	21	0.446809	méconnus	méconnu	ADJ:21
47	35	0.744681	para	parer	VERB:35
47	12	0.255319	para	para	NOUN:12
47	28	0.595745	plaisantes	plaisant	ADJ:28
47	19	0.404255	plaisantes	plaisanter	VERB:19
47	39	0.829787	règnes	règne	NOUN:39
47	8	0.170213	règnes	régner	VERB:8
47	27	0.574468	rôtie	rôti	NOUN:26;ADJ:1
47	20	0.425532	rôtie	rôtir	VERB:20
47	44	0.936170	soutenues	soutenir	VERB:44
47	3	0.063830	soutenues	soutenu	ADJ:3
47	40	0.851064	tourmentés	tourmenter	VERB:40
47	7	0.148936	tourmentés	tourmenté	ADJ:7
47	37	0.787234	vénéré	vénérer	VERB:37
47	10	0.212766	vénéré	vénéré	ADJ:10
46	45	0.978261	Angevins	Angevins	PROPN:45
46	1	0.021739	Angevins	angevin	NOUN:1
46	45	0.978261	Continuons	continuer	VERB:45
46	1	0.021739	Continuons	Continuons	PROPN:1
46	32	0.695652	Cœur	Cœur	PROPN:32
46	14	0.304348	Cœur	cœur	NOUN:14
46	42	0.913043	Gascons	Gascons	PROPN:42
46	4	0.086957	Gascons	gascon	NOUN:3;ADP:1
46	44	0.956522	Huron	Huron	PROPN:44
46	2	0.043478	Huron	huron	NOUN:2
46	43	0.934783	Maltais	Maltais	PROPN:43
46	2	0.043478	Maltais	maltais	NOUN:2
46	1	0.021739	Maltais	malter	VERB:1
46	43	0.934783	Mitral	Mitral	PROPN:43
46	3	0.065217	Mitral	mitral	ADJ:3
46	43	0.934783	Né	naître	VERB:43
46	3	0.065217	Né	né	ADJ:3
46	43	0.934783	Pris	prendre	VERB:43
46	2	0.043478	Pris	pris	ADJ:2
46	1	0.021739	Pris	Pris	PROPN:1
46	24	0.521739	Salle	Salle	PROPN:24
46	22	0.478261	Salle	salle	NOUN:22
46	40	0.869565	agréé	agréer	VERB:40
46	6	0.130435	agréé	agréé	ADJ:6
46	40	0.869565	badine	badin	NOUN:38;ADJ:2
46	6	0.130435	badine	badiner	VERB:6
46	45	0.978261	bûche	bûche	NOUN:45
46	1	0.021739	bûche	bûcher	VERB:1
46	42	0.913043	carotte	carotte	NOUN:39;ADJ:3
46	4	0.086957	carotte	carotter	VERB:4
46	43	0.934783	combinées	combiner	VERB:43
46	3	0.065217	combinées	combiné	ADJ:3
46	30	0.652174	conçues	concevoir	VERB:30
46	16	0.347826	conçues	conçu	ADJ:16
46	45	0.978261	défoncé	défoncer	VERB:45
46	1	0.021739	défoncé	défoncé	ADJ:1
46	44	0.956522	dérangés	déranger	VERB:44
46	2	0.043478	dérangés	dérangé	ADJ:2
46	32	0.695652	gantée	ganter	VERB:32
46	14	0.304348	gantée	ganté	ADJ:14
46	39	0.847826	gratte	gratter	VERB:39
46	7	0.152174	gratte	gratte	NOUN:7
46	32	0.695652	hasardée	hasarder	VERB:32
46	14	0.304348	hasardée	hasardé	ADJ:14
46	44	0.956522	modérés	modéré	ADJ:26;NOUN:18
46	2	0.043478	modérés	modérer	VERB:2
46	28	0.608696	ombragés	ombrager	VERB:28
46	18	0.391304	ombragés	ombragé	ADJ:18
46	23	0.500000	outrée	outré	ADJ:23
46	23	0.500000	outrée	outrer	VERB:23
46	42	0.913043	parsemé	parsemer	VERB:42
46	4	0.086957	parsemé	parsemé	ADJ:4
46	26	0.565217	prospère	prospère	ADJ:26
46	20	0.434783	prospère	prospérer	VERB:20
46	44	0.956522	régnant	régner	VERB:44
46	2	0.043478	régnant	régnant	ADJ:2
46	38	0.826087	trembles	tremble	NOUN:38
46	8	0.173913	trembles	trembler	VERB:8
46	45	0.978261	étoilée	étoiler	VERB:45
46	1	0.021739	étoilée	étoilé	ADJ:1
45	40	0.888889	Assise	asseoir	VERB:40
45	4	0.088889	Assise	assise	NOUN:4
45	1	0.022222	Assise	Assise	PROPN:1
45	43	0.955556	Bade	Bade	PROPN:43
45	2	0.044444	Bade	bader	NOUN:2
45	23	0.511111	Bataille	bataille	NOUN:23
45	21	0.466667	Bataille	Bataille	PROPN:21
45	1	0.022222	Bataille	batailler	VERB:1
45	27	0.600000	Bons	Bons	PROPN:27
45	18	0.400000	Bons	bon	ADJ:17;X:1
45	44	0.977778	Buffalo	Buffalo	PROPN:44
45	1	0.022222	Buffalo	buffalo	NOUN:1
45	31	0.688889	Cafres	Cafres	PROPN:31
45	14	0.311111	Cafres	cafre	NOUN:14
45	42	0.933333	Café	café	NOUN:42
45	3	0.066667	Café	Café	PROPN:3
45	42	0.933333	Castor	Castor	PROPN:42
45	3	0.066667	Castor	castor	NOUN:3
45	41	0.911111	Esquimau	Esquimau	PROPN:41
45	4	0.088889	Esquimau	esquimau	NOUN:4
45	44	0.977778	Fuyez	fuir	VERB:44
45	1	0.022222	Fuyez	Fuyez	PROPN:1
45	44	0.977778	Grands	grand	ADJ:44
45	1	0.022222	Grands	Grands	PROPN:1
45	41	0.911111	Intérieur	intérieur	NOUN:39;ADJ:2
45	4	0.088889	Intérieur	Intérieur	PROPN:4
45	31	0.688889	Mandat	Mandat	PROPN:31
45	14	0.311111	Mandat	mandat	NOUN:14
45	43	0.955556	Marguerites	marguerite	NOUN:43
45	2	0.044444	Marguerites	Marguerites	PROPN:2
45	42	0.933333	Papillon	Papillon	PROPN:42
45	3	0.066667	Papillon	papillon	NOUN:3
45	44	0.977778	Polar	Polar	PROPN:44
45	1	0.022222	Polar	polar	X:1
45	44	0.977778	Raisin	Raisin	PROPN:44
45	1	0.022222	Raisin	raisin	NOUN:1
45	44	0.977778	Surin	Surin	PROPN:44
45	1	0.022222	Surin	surin	NOUN:1
45	42	0.933333	affolé	affoler	VERB:42
45	3	0.066667	affolé	affolé	ADJ:3
45	40	0.888889	argentée	argenté	ADJ:40
45	5	0.111111	argentée	argenter	VERB:5
45	43	0.955556	barrée	barrer	VERB:43
45	2	0.044444	barrée	barré	ADJ:2
45	43	0.955556	blotti	blottir	VERB:43
45	2	0.044444	blotti	blotti	ADJ:2
45	26	0.577778	boisé	boisé	ADJ:26
45	19	0.422222	boisé	boiser	VERB:19
45	42	0.933333	confédérés	confédéré	NOUN:40;ADJ:2
45	3	0.066667	confédérés	confédérer	VERB:3
45	24	0.533333	constantes	constant	ADJ:24
45	21	0.466667	constantes	constante	NOUN:21
45	44	0.977778	dispensé	dispenser	VERB:44
45	1	0.022222	dispensé	dispensé	ADJ:1
45	34	0.755556	déguisés	déguiser	VERB:34
45	11	0.244444	déguisés	déguisé	ADJ:11
45	44	0.977778	désemparé	désemparer	VERB:44
45	1	0.022222	désemparé	désemparé	ADJ:1
45	43	0.955556	détachées	détacher	VERB:43
45	2	0.044444	détachées	détaché	ADJ:2
45	36	0.800000	flambant	flamber	VERB:36
45	9	0.200000	flambant	flambant	ADJ:9
45	44	0.977778	fusillés	fusiller	VERB:44
45	1	0.022222	fusillés	fusillé	ADJ:1
45	44	0.977778	inspirées	inspirer	VERB:44
45	1	0.022222	inspirées	inspiré	NOUN:1
45	33	0.733333	intéressées	intéresser	VERB:33
45	12	0.266667	intéressées	intéressé	ADJ:11;NOUN:1
45	43	0.955556	jaunies	jauni	ADJ:43
45	2	0.044444	jaunies	jaunir	VERB:2
45	43	0.955556	lignée	lignée	NOUN:43
45	2	0.044444	lignée	ligner	VERB:2
45	42	0.933333	nippes	nippe	NOUN:42
45	3	0.066667	nippes	nipper	VERB:3
45	38	0.844444	nouées	nouer	VERB:38
45	7	0.155556	nouées	noué	ADJ:7
45	28	0.622222	parées	parer	VERB:28
45	17	0.377778	parées	paré	ADJ:17
45	39	0.866667	persécutée	persécuter	VERB:39
45	6	0.133333	persécutée	persécuté	ADJ:6
45	24	0.533333	promises	promis	ADJ:22;NOUN:2
45	21	0.466667	promises	promettre	VERB:21
45	36	0.800000	réjouissant	réjouir	VERB:36
45	9	0.200000	réjouissant	réjouissant	ADJ:9
45	38	0.844444	superposées	superposer	VERB:38
45	7	0.155556	superposées	superposé	ADJ:7
45	40	0.888889	tentant	tenter	VERB:40
45	5	0.111111	tentant	tentant	ADJ:5
45	31	0.688889	torses	tors	ADJ:31
45	14	0.311111	torses	torse	NOUN:14
45	32	0.711111	vacillant	vacillant	ADJ:32
45	13	0.288889	vacillant	vaciller	VERB:13
44	27	0.613636	Aléoutiennes	Aléoutiennes	PROPN:27
44	17	0.386364	Aléoutiennes	aléoutien	ADJ:16;NOUN:1
44	40	0.909091	Capitole	capitole	NOUN:40
44	4	0.090909	Capitole	Capitole	PROPN:4
44	43	0.977273	Devinez	deviner	VERB:43
44	1	0.022727	Devinez	Devinez	PROPN:1
44	39	0.886364	Gaillard	Gaillard	PROPN:39
44	5	0.113636	Gaillard	gaillard	NOUN:5
44	23	0.522727	Gros	Gros	PROPN:23
44	21	0.477273	Gros	gros	ADJ:21
44	42	0.954545	Jaffa	Jaffa	PROPN:42
44	2	0.045455	Jaffa	jaffer	VERB:2
44	42	0.954545	Limerick	Limerick	PROPN:42
44	2	0.045455	Limerick	limerick	NOUN:2
44	36	0.818182	Loi	loi	NOUN:36
44	8	0.181818	Loi	Loi	PROPN:8
44	25	0.568182	Moresque	moresque	NOUN:23;SCONJ:2
44	19	0.431818	Moresque	Moresque	PROPN:19
44	35	0.795455	Neuf	Neuf	PROPN:35
44	9	0.204545	Neuf	neuf	ADJ:9
44	43	0.977273	Plâtrière	Plâtrière	PROPN:43
44	1	0.022727	Plâtrière	plâtrier	ADJ:1
44	39	0.886364	Refuge	refuge	NOUN:39
44	5	0.113636	Refuge	Refuge	PROPN:5
44	42	0.954545	Savoir	savoir	VERB:40;NOUN:2
44	2	0.045455	Savoir	Savoir	PROPN:2
44	43	0.977273	Trident	Trident	PROPN:43
44	1	0.022727	Trident	trident	NOUN:1
44	25	0.568182	agonisant	agoniser	VERB:25
44	19	0.431818	agonisant	agonisant	NOUN:10;ADJ:9
44	41	0.931818	arrosées	arroser	VERB:41
44	3	0.068182	arrosées	arrosé	ADJ:3
44	31	0.704545	articulés	articuler	VERB:31
44	13	0.295455	articulés	articulé	ADJ:13
44	41	0.931818	assiégée	assiéger	VERB:41
44	3	0.068182	assiégée	assiégé	ADJ:2;NOUN:1
44	39	0.886364	autorisés	autoriser	VERB:39
44	5	0.113636	autorisés	autorisé	ADJ:5
44	33	0.750000	compatissant	compatir	VERB:33
44	11	0.250000	compatissant	compatissant	ADJ:11
44	42	0.954545	corse	corse	ADJ:30;NOUN:12
44	2	0.045455	corse	corser	VERB:2
44	42	0.954545	cube	cube	NOUN:42
44	2	0.045455	cube	cuber	VERB:2
44	42	0.954545	doublés	doubler	VERB:42
44	2	0.045455	doublés	doublé	ADJ:1;NOUN:1
44	38	0.863636	défendus	défendre	VERB:38
44	6	0.136364	défendus	défendu	ADJ:6
44	30	0.681818	détenus	détenu	NOUN:30
44	14	0.318182	détenus	détenir	VERB:14
44	23	0.522727	dévouées	dévouer	VERB:23
44	21	0.477273	dévouées	dévoué	ADJ:21
44	43	0.977273	embusqué	embusquer	VERB:43
44	1	0.022727	embusqué	embusqué	ADJ:1
44	33	0.750000	enchaînés	enchaîner	VERB:33
44	11	0.250000	enchaînés	enchaîné	ADJ:11
44	24	0.545455	espacés	espacer	VERB:24
44	20	0.454545	espacés	espacé	ADJ:20
44	36	0.818182	exténué	exténuer	VERB:36
44	8	0.181818	exténué	exténué	ADJ:8
44	43	0.977273	frange	frange	NOUN:43
44	1	0.022727	frange	franger	VERB:1
44	36	0.818182	indisposé	indisposer	VERB:36
44	8	0.181818	indisposé	indisposé	ADJ:8
44	41	0.931818	lavée	laver	VERB:41
44	3	0.068182	lavée	lavé	ADJ:3
44	30	0.681818	obstrué	obstruer	VERB:30
44	14	0.318182	obstrué	obstrué	ADJ:14
44	37	0.840909	parasite	parasite	NOUN:27;ADJ:10
44	7	0.159091	parasite	parasiter	VERB:7
44	43	0.977273	presses	presse	NOUN:43
44	1	0.022727	presses	presser	VERB:1
44	41	0.931818	suant	suer	VERB:41
44	3	0.068182	suant	suant	ADJ:3
44	24	0.545455	subordonné	subordonné	NOUN:18;ADJ:6
44	20	0.454545	subordonné	subordonner	VERB:20
44	37	0.840909	taxe	taxe	NOUN:37
44	7	0.159091	taxe	taxer	VERB:7
43	42	0.976744	Affaire	affaire	NOUN:41;ADJ:1
43	1	0.023256	Affaire	Affaire	PROPN:1
43	26	0.604651	Bel	Bel	PROPN:26
43	17	0.395349	Bel	beau	ADJ:17
43	38	0.883721	Conseiller	conseiller	NOUN:34;VERB:4
43	5	0.116279	Conseiller	Conseiller	PROPN:5
43	24	0.558140	Hue	Hue	PROPN:24
43	19	0.441860	Hue	huer	VERB:19
43	26	0.604651	Las	Las	PROPN:26
43	17	0.395349	Las	las	ADJ:15;DET:1;X:1
43	38	0.883721	Liège	Liège	PROPN:38
43	5	0.116279	Liège	liège	NOUN:5
43	38	0.883721	Madone	Madone	PROPN:38
43	5	0.116279	Madone	madone	NOUN:5
43	31	0.720930	Noblesse	noblesse	NOUN:31
43	12	0.279070	Noblesse	Noblesse	PROPN:12
43	41	0.953488	Para	Para	PROPN:41
43	2	0.046512	Para	parer	VERB:2
43	37	0.860465	Sonde	Sonde	PROPN:37
43	3	0.069767	Sonde	sonder	VERB:3
43	3	0.069767	Sonde	sonde	NOUN:3
43	37	0.860465	Sterne	Sterne	PROPN:37
43	6	0.139535	Sterne	sterne	NOUN:6
43	28	0.651163	Tigre	Tigre	PROPN:28
43	15	0.348837	Tigre	tigre	NOUN:13;ADJ:2
43	42	0.976744	Vas	aller	VERB:42
43	1	0.023256	Vas	Vas	PROPN:1
43	38	0.883721	abonnés	abonné	NOUN:37;ADJ:1
43	5	0.116279	abonnés	abonner	VERB:5
43	39	0.906977	administré	administrer	VERB:39
43	4	0.093023	administré	administré	NOUN:4
43	25	0.581395	ahuri	ahurir	VERB:25
43	18	0.418605	ahuri	ahuri	NOUN:10;ADJ:8
43	33	0.767442	altérés	altérer	VERB:33
43	10	0.232558	altérés	altéré	ADJ:10
43	38	0.883721	brassées	brassée	NOUN:38
